Order_Id,Customer_Name,Customer_Id,Product_Name,Product_Cost,Pur_Date
1095,Lavanya,16,20in Monitor,51999,1/4/2019 0:00
1096,Kedar,2,Google Phone,51999,1/4/2019 1:00
1097,Pradhan,17,ThinkPad Laptop,63999,1/4/2019 2:00
1098,Sumanth,22,iPhone 7s,63000,1/4/2019 3:00
1099,Balaji,12,27in FHD Monitor,65999,1/4/2019 4:00
1100,Balaji,12,ThinkPad Laptop,69999,1/4/2019 5:00
1101,Kedar,2,iPhone 7s,69999,1/4/2019 6:00
1102,Harsha,5,LG Washing Machine,75000,1/4/2019 7:00
1103,Harsha,5,Samsung Galaxy S9 Plus,65999,1/4/2019 8:00
1104,Mohan,24,ThinkPad Laptop,59000,1/4/2019 9:00
1105,Partha,8,Bose SoundSport Headphones,65999,1/4/2019 10:00
1106,Tarun,11,iPhone 8,75000,1/4/2019 11:00
1107,Madhurima,7,ThinkPad Laptop,63999,1/4/2019 12:00
1108,Vijay,9,Macbook Pro Laptop,59000,1/4/2019 13:00
1109,Venu,23,iPhone 9,51999,1/4/2019 14:00
1110,Daniel,6,iPhone 8,69999,1/4/2019 15:00
1111,Kedar,2,Macbook Pro Laptop,65999,1/4/2019 16:00
1112,Siddhu,18,LG Washing Machine,65999,1/4/2019 17:00
1113,Veeru,3,LG Mobile,55000,1/4/2019 18:00
1114,Mohan,24,27in FHD Monitor,65999,1/4/2019 19:00
1115,Vinay,10,Google Phone,69000,1/4/2019 20:00
1116,Siddhu,18,20in Monitor,65999,1/4/2019 21:00
1117,Madhurima,7,Google Phone,50000,1/4/2019 22:00
1118,Nireekshan,1,LG ThinQ Refrigerator ,69000,1/4/2019 23:00
1119,Vinay,10,Samsung Galaxy S20,69000,1/5/2019 0:00
1120,Jaya Chandra,21,iPhone 8,69999,1/5/2019 1:00
1121,Kedar,2,iPhone 11,75999,1/5/2019 2:00
1122,Madhurima,7,iPhone 11,63000,1/5/2019 3:00
1123,Balaji,12,Google Phone,65999,1/5/2019 4:00
1124,Jaya Chandra,21,LG Washing Machine,75999,1/5/2019 5:00
1125,Vinay,10,27in FHD Monitor,69000,1/5/2019 6:00
1126,Jaya Chandra,21,iPhone 8,63999,1/5/2019 7:00
1127,Venu,23,iPhone 9,51999,1/5/2019 8:00
1128,Sumanth,22,Samsung Galaxy S9 Plus,55000,1/5/2019 9:00
1129,Karteek,4,27in 4K Gaming Monitor,63999,1/5/2019 10:00
1130,Jaya Chandra,21,Flatscreen TV,75999,1/5/2019 11:00
1131,Mallikarjun,13,Samsung Galaxy S20,69999,1/5/2019 12:00
1132,Shafi,25,Macbook Pro Laptop,75999,1/5/2019 13:00
1133,Jaya Chandra,21,Samsung Galaxy S20,65999,1/5/2019 14:00
1134,Lavanya,16,LG Mobile,65999,1/5/2019 15:00
1135,Venu,23,LG ThinQ Refrigerator ,55000,1/5/2019 16:00
1136,Veeru,3,iPhone 8,55000,1/5/2019 17:00
1137,Daniel,6,27in FHD Monitor,69000,1/5/2019 18:00
1138,Nireekshan,1,Apple Airpods Headphones,63000,1/5/2019 19:00
1139,Shafi,25,iPhone 9,55999,1/5/2019 20:00
1140,Mallikarjun,13,iPhone 11,69000,1/5/2019 21:00
1141,Harsha,5,34in Ultrawide Monitor,65000,1/5/2019 22:00
1142,Tarun,11,27in FHD Monitor,50000,1/5/2019 23:00
1143,Vijay,9,Samsung Galaxy S9 Plus,63000,1/6/2019 0:00
1144,Vinay,10,iPhone 9,69999,1/6/2019 1:00
1145,Siddhu,18,27in 4K Gaming Monitor,65999,1/6/2019 2:00
1146,Venki,15,Google Phone,55999,1/6/2019 3:00
1147,Daniel,6,34in Ultrawide Monitor,75000,1/6/2019 4:00
1148,Partha,8,Samsung Galaxy S20,55999,1/6/2019 5:00
1149,Veeru,3,Google Phone,59000,1/6/2019 6:00
1150,Veeru,3,LG ThinQ Refrigerator ,61000,1/6/2019 7:00
1151,Mohan,24,Samsung Galaxy S9 Plus,75000,1/6/2019 8:00
1152,Shahid,20,Samsung Galaxy S9 Plus,75999,1/6/2019 9:00
1153,Shafi,25,Apple iPad 10.2-inch,75999,1/6/2019 10:00
1154,Nireekshan,1,27in 4K Gaming Monitor,65999,1/6/2019 11:00
1155,Vijay,9,Macbook Pro Laptop,50000,1/6/2019 12:00
1156,Chaithanya,14,Samsung Galaxy S20,55000,1/6/2019 13:00
1157,Siddhu,18,LG Washing Machine,75000,1/6/2019 14:00
1158,Madhurima,7,Samsung Galaxy S9 Plus,69999,1/6/2019 15:00
1159,Neelima,19,34in Ultrawide Monitor,60000,1/6/2019 16:00
1160,Shafi,25,iPhone 11,61000,1/6/2019 17:00
1161,Pradhan,17,Flatscreen TV,65999,1/6/2019 18:00
1162,Shafi,25,LG ThinQ Refrigerator ,69000,1/6/2019 19:00
1163,Vijay,9,Bose SoundSport Headphones,75999,1/6/2019 20:00
1164,Jaya Chandra,21,ThinkPad Laptop,63999,1/6/2019 21:00
1165,Veeru,3,iPhone 11,69999,1/6/2019 22:00
1166,Neelima,19,iPhone 11,60000,1/6/2019 23:00
1167,Shafi,25,iPhone 9,59000,1/7/2019 0:00
1168,Pradhan,17,Samsung Galaxy S20,61000,1/7/2019 1:00
1169,Balaji,12,Flatscreen TV,63999,1/7/2019 2:00
1170,Jaya Chandra,21,20in Monitor,55999,1/7/2019 3:00
1171,Jaya Chandra,21,LG Mobile,75999,1/7/2019 4:00
1172,Sumanth,22,LG Washing Machine,65000,1/7/2019 5:00
1173,Vinay,10,Macbook Pro Laptop,75000,1/7/2019 6:00
1174,Tarun,11,iPhone 8,65999,1/7/2019 7:00
1175,Karteek,4,LG Washing Machine,63999,1/7/2019 8:00
1176,Jaya Chandra,21,iPhone 9,55000,1/7/2019 9:00
1177,Harsha,5,Apple iPad 10.2-inch,63999,1/7/2019 10:00
1178,Mohan,24,Samsung Galaxy S20,60000,1/7/2019 11:00
1179,Shafi,25,LG Washing Machine,50000,1/7/2019 12:00
1180,Madhurima,7,iPhone 7s,63000,1/7/2019 13:00
1181,Karteek,4,Apple Airpods Headphones,65000,1/7/2019 14:00
1182,Harsha,5,20in Monitor,65000,1/7/2019 15:00
1183,Tarun,11,iPhone 9,75999,1/7/2019 16:00
1184,Mallikarjun,13,Apple Airpods Headphones,65999,1/7/2019 17:00
1185,Vijay,9,20in Monitor,65999,1/7/2019 18:00
1186,Nireekshan,1,Apple iPad 10.2-inch,50000,1/7/2019 19:00
1187,Madhurima,7,Google Phone,60000,1/7/2019 20:00
1188,Pradhan,17,iPhone 11,51999,1/7/2019 21:00
1189,Madhurima,7,Apple iPad 10.2-inch,75999,1/7/2019 22:00
1190,Madhurima,7,iPhone 8,75999,1/7/2019 23:00
1191,Shahid,20,27in FHD Monitor,55999,1/8/2019 0:00
1192,Lavanya,16,iPhone 7s,75000,1/8/2019 1:00
1193,Balaji,12,ThinkPad Laptop,65000,1/8/2019 2:00
1194,Vijay,9,Bose SoundSport Headphones,50000,1/8/2019 3:00
1195,Venki,15,LG Mobile,60000,1/8/2019 4:00
1196,Neelima,19,Bose SoundSport Headphones,65999,1/8/2019 5:00
1197,Jaya Chandra,21,iPhone 8,55000,1/8/2019 6:00
1198,Neelima,19,ThinkPad Laptop,65999,1/8/2019 7:00
1199,Harsha,5,Bose SoundSport Headphones,65000,1/8/2019 8:00
1200,Siddhu,18,Apple iPad 10.2-inch,65000,1/8/2019 9:00
1201,Venki,15,LG Washing Machine,65000,1/8/2019 10:00
1202,Vijay,9,LG Washing Machine,63999,1/8/2019 11:00
1203,Sumanth,22,iPhone 11,59000,1/8/2019 12:00
1204,Vijay,9,Apple Airpods Headphones,63000,1/8/2019 13:00
1205,Sumanth,22,LG ThinQ Refrigerator ,63999,1/8/2019 14:00
1206,Mallikarjun,13,Samsung Galaxy S20,59000,1/8/2019 15:00
1207,Sumanth,22,iPhone 9,65999,1/8/2019 16:00
1208,Madhurima,7,iPhone 7s,63000,1/8/2019 17:00
1209,Harsha,5,LG Washing Machine,69999,1/8/2019 18:00
1210,Madhurima,7,Samsung Galaxy S9 Plus,61000,1/8/2019 19:00
1211,Partha,8,LG ThinQ Refrigerator ,69000,1/8/2019 20:00
1212,Chaithanya,14,34in Ultrawide Monitor,61000,1/8/2019 21:00
1213,Vijay,9,ThinkPad Laptop,65999,1/8/2019 22:00
1214,Shahid,20,Samsung Galaxy S9 Plus,55999,1/8/2019 23:00
1215,Veeru,3,Samsung Galaxy S9 Plus,63999,1/9/2019 0:00
1216,Venu,23,LG Mobile,63000,1/9/2019 1:00
1217,Venki,15,iPhone 7s,75999,1/9/2019 2:00
1218,Veeru,3,iPhone 7s,63000,1/9/2019 3:00
1219,Vijay,9,Apple Airpods Headphones,51999,1/9/2019 4:00
1220,Nireekshan,1,Macbook Pro Laptop,55999,1/9/2019 5:00
1221,Shahid,20,Apple Airpods Headphones,65000,1/9/2019 6:00
1222,Sumanth,22,ThinkPad Laptop,59000,1/9/2019 7:00
1223,Sumanth,22,ThinkPad Laptop,55999,1/9/2019 8:00
1224,Partha,8,LG Washing Machine,63999,1/9/2019 9:00
1225,Karteek,4,LG Washing Machine,50000,1/9/2019 10:00
1226,Jaya Chandra,21,Apple Airpods Headphones,75000,1/9/2019 11:00
1227,Chaithanya,14,20in Monitor,65999,1/9/2019 12:00
1228,Kedar,2,iPhone 11,60000,1/9/2019 13:00
1229,Balaji,12,Apple Airpods Headphones,60000,1/9/2019 14:00
1230,Jaya Chandra,21,LG Mobile,60000,1/9/2019 15:00
1231,Partha,8,Bose SoundSport Headphones,65999,1/9/2019 16:00
1232,Madhurima,7,iPhone 7s,75000,1/9/2019 17:00
1233,Shahid,20,LG Washing Machine,65999,1/9/2019 18:00
1234,Jaya Chandra,21,Apple Airpods Headphones,65999,1/9/2019 19:00
1235,Karteek,4,iPhone 8,65999,1/9/2019 20:00
1236,Venu,23,LG Mobile,55999,1/9/2019 21:00
1237,Neelima,19,Google Phone,51999,1/9/2019 22:00
1238,Mohan,24,LG ThinQ Refrigerator ,61000,1/9/2019 23:00
1239,Vijay,9,Apple Airpods Headphones,63999,1/10/2019 0:00
1240,Nireekshan,1,LG ThinQ Refrigerator ,63000,1/10/2019 1:00
1241,Jaya Chandra,21,Macbook Pro Laptop,55000,1/10/2019 2:00
1242,Partha,8,Macbook Pro Laptop,55999,1/10/2019 3:00
1243,Shafi,25,iPhone 7s,59000,1/10/2019 4:00
1244,Karteek,4,34in Ultrawide Monitor,69999,1/10/2019 5:00
1245,Veeru,3,ThinkPad Laptop,60000,1/10/2019 6:00
1246,Shafi,25,LG Mobile,55000,1/10/2019 7:00
1247,Chaithanya,14,ThinkPad Laptop,65999,1/10/2019 8:00
1248,Mallikarjun,13,iPhone 9,59000,1/10/2019 9:00
1249,Karteek,4,LG Mobile,51999,1/10/2019 10:00
1250,Pradhan,17,Apple iPad 10.2-inch,75999,1/10/2019 11:00
1251,Madhurima,7,Samsung Galaxy S20,60000,1/10/2019 12:00
1252,Harsha,5,iPhone 9,61000,1/10/2019 13:00
1253,Venu,23,Apple Airpods Headphones,60000,1/10/2019 14:00
1254,Neelima,19,27in FHD Monitor,65999,1/10/2019 15:00
1255,Shafi,25,iPhone 9,69000,1/10/2019 16:00
1256,Siddhu,18,LG ThinQ Refrigerator ,65999,1/10/2019 17:00
1257,Daniel,6,LG ThinQ Refrigerator ,55000,1/10/2019 18:00
1258,Lavanya,16,20in Monitor,63999,1/10/2019 19:00
1259,Harsha,5,20in Monitor,65000,1/10/2019 20:00
1260,Veeru,3,Macbook Pro Laptop,65999,1/10/2019 21:00
1261,Shafi,25,Google Phone,55999,1/10/2019 22:00
1262,Daniel,6,Apple Airpods Headphones,59000,1/10/2019 23:00
1263,Partha,8,iPhone 8,69999,1/11/2019 0:00
1264,Daniel,6,Apple Airpods Headphones,75000,1/11/2019 1:00
1265,Vijay,9,20in Monitor,69000,1/11/2019 2:00
1266,Shafi,25,iPhone 7s,63000,1/11/2019 3:00
1267,Pradhan,17,20in Monitor,69999,1/11/2019 4:00
1268,Vijay,9,LG Washing Machine,61000,1/11/2019 5:00
1269,Kedar,2,27in 4K Gaming Monitor,61000,1/11/2019 6:00
1270,Shafi,25,Samsung Galaxy S20,69999,1/11/2019 7:00
1271,Neelima,19,ThinkPad Laptop,65000,1/11/2019 8:00
1272,Karteek,4,ThinkPad Laptop,75999,1/11/2019 9:00
1273,Pradhan,17,Google Phone,55000,1/11/2019 10:00
1274,Pradhan,17,ThinkPad Laptop,55000,1/11/2019 11:00
1275,Pradhan,17,iPhone 8,60000,1/11/2019 12:00
1276,Vijay,9,Apple iPad 10.2-inch,63999,1/11/2019 13:00
1277,Veeru,3,Samsung Galaxy S9 Plus,51999,1/11/2019 14:00
1278,Lavanya,16,LG Washing Machine,65999,1/11/2019 15:00
1279,Vijay,9,LG Mobile,59000,1/11/2019 16:00
1280,Chaithanya,14,iPhone 9,50000,1/11/2019 17:00
1281,Jaya Chandra,21,Google Phone,55000,1/11/2019 18:00
1282,Vijay,9,34in Ultrawide Monitor,63999,1/11/2019 19:00
1283,Neelima,19,Apple iPad 10.2-inch,75999,1/11/2019 20:00
1284,Harsha,5,27in FHD Monitor,55000,1/11/2019 21:00
1285,Harsha,5,LG Washing Machine,50000,1/11/2019 22:00
1286,Partha,8,Google Phone,55999,1/11/2019 23:00
1287,Karteek,4,Macbook Pro Laptop,55000,1/12/2019 0:00
1288,Nireekshan,1,Samsung Galaxy S20,63999,1/12/2019 1:00
1289,Karteek,4,27in 4K Gaming Monitor,65000,1/12/2019 2:00
1290,Shafi,25,20in Monitor,51999,1/12/2019 3:00
1291,Sumanth,22,20in Monitor,75999,1/12/2019 4:00
1292,Karteek,4,Samsung Galaxy S9 Plus,60000,1/12/2019 5:00
1293,Balaji,12,Apple iPad 10.2-inch,63999,1/12/2019 6:00
1294,Nireekshan,1,27in FHD Monitor,61000,1/12/2019 7:00
1295,Shahid,20,34in Ultrawide Monitor,59000,1/12/2019 8:00
1296,Jaya Chandra,21,Apple iPad 10.2-inch,55999,1/12/2019 9:00
1297,Nireekshan,1,27in FHD Monitor,65999,1/12/2019 10:00
1298,Veeru,3,iPhone 11,51999,1/12/2019 11:00
1299,Daniel,6,ThinkPad Laptop,75999,1/12/2019 12:00
1300,Veeru,3,20in Monitor,69999,1/12/2019 13:00
1301,Nireekshan,1,Samsung Galaxy S9 Plus,75000,1/12/2019 14:00
1302,Mohan,24,iPhone 9,65999,1/12/2019 15:00
1303,Shafi,25,iPhone 9,50000,1/12/2019 16:00
1304,Siddhu,18,Google Phone,75999,1/12/2019 17:00
1305,Vijay,9,LG Mobile,75999,1/12/2019 18:00
1306,Mallikarjun,13,Bose SoundSport Headphones,75000,1/12/2019 19:00
1307,Chaithanya,14,iPhone 8,75999,1/12/2019 20:00
1308,Balaji,12,LG Washing Machine,63000,1/12/2019 21:00
1309,Vijay,9,iPhone 8,63000,1/12/2019 22:00
1310,Tarun,11,iPhone 7s,61000,1/12/2019 23:00
1311,Neelima,19,iPhone 9,65999,1/13/2019 0:00
1312,Vinay,10,LG Mobile,65999,1/13/2019 1:00
1313,Mallikarjun,13,Apple iPad 10.2-inch,65000,1/13/2019 2:00
1314,Tarun,11,Apple iPad 10.2-inch,75999,1/13/2019 3:00
1315,Balaji,12,LG Mobile,60000,1/13/2019 4:00
1316,Jaya Chandra,21,20in Monitor,51999,1/13/2019 5:00
1317,Veeru,3,Bose SoundSport Headphones,63999,1/13/2019 6:00
1318,Venki,15,20in Monitor,59000,1/13/2019 7:00
1319,Siddhu,18,iPhone 9,51999,1/13/2019 8:00
1320,Venu,23,LG ThinQ Refrigerator ,55000,1/13/2019 9:00
1321,Jaya Chandra,21,Bose SoundSport Headphones,63000,1/13/2019 10:00
1322,Mallikarjun,13,Apple Airpods Headphones,69999,1/13/2019 11:00
1323,Siddhu,18,Samsung Galaxy S9 Plus,55000,1/13/2019 12:00
1324,Daniel,6,iPhone 8,55000,1/13/2019 13:00
1325,Harsha,5,LG Mobile,50000,1/13/2019 14:00
1326,Siddhu,18,iPhone 7s,69999,1/13/2019 15:00
1327,Shafi,25,Apple iPad 10.2-inch,50000,1/13/2019 16:00
1328,Mallikarjun,13,27in FHD Monitor,63999,1/13/2019 17:00
1329,Lavanya,16,iPhone 11,63999,1/13/2019 18:00
1330,Balaji,12,LG ThinQ Refrigerator ,55999,1/13/2019 19:00
1331,Sumanth,22,Samsung Galaxy S20,65999,1/13/2019 20:00
1332,Tarun,11,Flatscreen TV,55999,1/13/2019 21:00
1333,Shafi,25,Macbook Pro Laptop,60000,1/13/2019 22:00
1334,Balaji,12,iPhone 9,59000,1/13/2019 23:00
1335,Balaji,12,Samsung Galaxy S9 Plus,60000,1/14/2019 0:00
1336,Lavanya,16,iPhone 9,50000,1/14/2019 1:00
1337,Mallikarjun,13,Apple iPad 10.2-inch,65999,1/14/2019 2:00
1338,Mohan,24,20in Monitor,75999,1/14/2019 3:00
1339,Veeru,3,Macbook Pro Laptop,75999,1/14/2019 4:00
1340,Vinay,10,Samsung Galaxy S20,61000,1/14/2019 5:00
1341,Balaji,12,27in 4K Gaming Monitor,59000,1/14/2019 6:00
1342,Neelima,19,27in FHD Monitor,63999,1/14/2019 7:00
1343,Pradhan,17,iPhone 11,75000,1/14/2019 8:00
1344,Madhurima,7,Google Phone,65999,1/14/2019 9:00
1345,Balaji,12,iPhone 9,65999,1/14/2019 10:00
1346,Balaji,12,Macbook Pro Laptop,65999,1/14/2019 11:00
1347,Jaya Chandra,21,Bose SoundSport Headphones,60000,1/14/2019 12:00
1348,Sumanth,22,LG Mobile,59000,1/14/2019 13:00
1349,Chaithanya,14,27in FHD Monitor,63000,1/14/2019 14:00
1350,Mohan,24,27in 4K Gaming Monitor,63999,1/14/2019 15:00
1351,Kedar,2,Samsung Galaxy S9 Plus,55000,1/14/2019 16:00
1352,Tarun,11,27in FHD Monitor,63000,1/14/2019 17:00
1353,Karteek,4,Samsung Galaxy S9 Plus,55000,1/14/2019 18:00
1354,Venu,23,Flatscreen TV,55999,1/14/2019 19:00
1355,Siddhu,18,Apple Airpods Headphones,50000,1/14/2019 20:00
1356,Kedar,2,27in 4K Gaming Monitor,69999,1/14/2019 21:00
1357,Balaji,12,27in FHD Monitor,75000,1/14/2019 22:00
1358,Tarun,11,iPhone 9,51999,1/14/2019 23:00
1359,Siddhu,18,iPhone 11,51999,1/15/2019 0:00
1360,Chaithanya,14,iPhone 8,51999,1/15/2019 1:00
1361,Shafi,25,27in FHD Monitor,63000,1/15/2019 2:00
1362,Sumanth,22,Apple iPad 10.2-inch,65999,1/15/2019 3:00
1363,Vijay,9,Bose SoundSport Headphones,65999,1/15/2019 4:00
1364,Karteek,4,Samsung Galaxy S20,59000,1/15/2019 5:00
1365,Venki,15,Apple iPad 10.2-inch,50000,1/15/2019 6:00
1366,Shahid,20,Samsung Galaxy S20,75999,1/15/2019 7:00
1367,Venki,15,iPhone 9,65999,1/15/2019 8:00
1368,Mallikarjun,13,Google Phone,51999,1/15/2019 9:00
1369,Mallikarjun,13,Samsung Galaxy S9 Plus,69999,1/15/2019 10:00
1370,Vinay,10,iPhone 11,75999,1/15/2019 11:00
1371,Kedar,2,Samsung Galaxy S9 Plus,75000,1/15/2019 12:00
1372,Pradhan,17,27in 4K Gaming Monitor,65000,1/15/2019 13:00
1373,Shahid,20,27in FHD Monitor,63999,1/15/2019 14:00
1374,Kedar,2,27in FHD Monitor,75999,1/15/2019 15:00
1375,Vijay,9,LG Washing Machine,59000,1/15/2019 16:00
1376,Shahid,20,LG ThinQ Refrigerator ,75000,1/15/2019 17:00
1377,Vijay,9,iPhone 8,75000,1/15/2019 18:00
1378,Mohan,24,Apple iPad 10.2-inch,65000,1/15/2019 19:00
1379,Partha,8,27in 4K Gaming Monitor,59000,1/15/2019 20:00
1380,Jaya Chandra,21,Google Phone,69999,1/15/2019 21:00
1381,Pradhan,17,ThinkPad Laptop,65000,1/15/2019 22:00
1382,Mohan,24,20in Monitor,69000,1/15/2019 23:00
1383,Pradhan,17,iPhone 8,63999,1/16/2019 0:00
1384,Veeru,3,34in Ultrawide Monitor,65999,1/16/2019 1:00
1385,Partha,8,Apple iPad 10.2-inch,63000,1/16/2019 2:00
1386,Shafi,25,Macbook Pro Laptop,55000,1/16/2019 3:00
1387,Lavanya,16,Samsung Galaxy S9 Plus,51999,1/16/2019 4:00
1388,Nireekshan,1,iPhone 9,55999,1/16/2019 5:00
1389,Venki,15,34in Ultrawide Monitor,65999,1/16/2019 6:00
1390,Partha,8,iPhone 9,51999,1/16/2019 7:00
1391,Tarun,11,Samsung Galaxy S20,69000,1/16/2019 8:00
1392,Neelima,19,Samsung Galaxy S20,65999,1/16/2019 9:00
1393,Jaya Chandra,21,Apple iPad 10.2-inch,75999,1/16/2019 10:00
1394,Chaithanya,14,iPhone 7s,69999,1/16/2019 11:00
1395,Jaya Chandra,21,LG Washing Machine,55000,1/16/2019 12:00
1396,Tarun,11,Samsung Galaxy S9 Plus,59000,1/16/2019 13:00
1397,Veeru,3,LG Mobile,55999,1/16/2019 14:00
1398,Siddhu,18,iPhone 9,75999,1/16/2019 15:00
1399,Shahid,20,iPhone 8,51999,1/16/2019 16:00
1400,Lavanya,16,Macbook Pro Laptop,75999,1/16/2019 17:00
1401,Mallikarjun,13,LG ThinQ Refrigerator ,75999,1/16/2019 18:00
1402,Siddhu,18,iPhone 7s,75999,1/16/2019 19:00
1403,Daniel,6,LG Washing Machine,75999,1/16/2019 20:00
1404,Veeru,3,Samsung Galaxy S9 Plus,51999,1/16/2019 21:00
1405,Partha,8,Google Phone,69000,1/16/2019 22:00
1406,Nireekshan,1,iPhone 7s,69999,1/16/2019 23:00
1407,Shahid,20,iPhone 9,63000,1/17/2019 0:00
1408,Venki,15,Samsung Galaxy S20,51999,1/17/2019 1:00
1409,Tarun,11,iPhone 9,50000,1/17/2019 2:00
1410,Vijay,9,Bose SoundSport Headphones,65999,1/17/2019 3:00
1411,Daniel,6,Google Phone,51999,1/17/2019 4:00
1412,Balaji,12,LG Mobile,60000,1/17/2019 5:00
1413,Nireekshan,1,Bose SoundSport Headphones,65999,1/17/2019 6:00
1414,Lavanya,16,Samsung Galaxy S9 Plus,75000,1/17/2019 7:00
1415,Vinay,10,27in 4K Gaming Monitor,63999,1/17/2019 8:00
1416,Lavanya,16,iPhone 7s,65999,1/17/2019 9:00
1417,Venu,23,Google Phone,69999,1/17/2019 10:00
1418,Karteek,4,LG ThinQ Refrigerator ,50000,1/17/2019 11:00
1419,Nireekshan,1,20in Monitor,55000,1/17/2019 12:00
1420,Veeru,3,ThinkPad Laptop,55000,1/17/2019 13:00
1421,Mallikarjun,13,Flatscreen TV,55000,1/17/2019 14:00
